mal_id,url,name,name_kanji,nicknames,favorites,about,image_jpg_url,image_webp_url,image_webp_small_url
219523,https://myanimelist.net/character/219523/Yukika_Maezono,Yukika Maezono,前園 雪花,,0,,https://cdn.myanimelist.net/images/characters/9/492148.jpg,https://cdn.myanimelist.net/images/characters/9/492148.webp,https://cdn.myanimelist.net/images/characters/9/492148t.webp
219524,https://myanimelist.net/character/219524/Mori,Mori,森,,0,,https://cdn.myanimelist.net/images/characters/9/492063.jpg,https://cdn.myanimelist.net/images/characters/9/492063.webp,https://cdn.myanimelist.net/images/characters/9/492063t.webp
219525,https://myanimelist.net/character/219525/Yamaguchi,Yamaguchi,,,0,,https://cdn.myanimelist.net/images/characters/10/493371.jpg,https://cdn.myanimelist.net/images/characters/10/493371.webp,https://cdn.myanimelist.net/images/characters/10/493371t.webp
219526,https://myanimelist.net/character/219526/Rio,Rio,リオ,,0,,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
219527,https://myanimelist.net/character/219527/Ryuuya,Ryuuya,姫矢,,6,,https://cdn.myanimelist.net/images/characters/15/493361.jpg,https://cdn.myanimelist.net/images/characters/15/493361.webp,https://cdn.myanimelist.net/images/characters/15/493361t.webp
219529,https://myanimelist.net/character/219529/Kuroki,Kuroki,黒木,,1,,https://cdn.myanimelist.net/images/characters/15/496476.jpg,https://cdn.myanimelist.net/images/characters/15/496476.webp,https://cdn.myanimelist.net/images/characters/15/496476t.webp
219530,https://myanimelist.net/character/219530/Masashi_Imura,Masashi Imura,井村 正志,,0,,https://cdn.myanimelist.net/images/characters/14/496345.jpg,https://cdn.myanimelist.net/images/characters/14/496345.webp,https://cdn.myanimelist.net/images/characters/14/496345t.webp
219531,https://myanimelist.net/character/219531/Moon_Gyu,Moon Gyu,문규,,13,"Mun Ku was a descendant of the Dark Dragon Palm Clan and is the granddaughter of the 9th Elder Mun Yun. Since their clan is almost as powerful and can rival the Six Clans, vice lord candidates from these clans target the Demon Dragon Clan for recruitment and to support them. An example of these is when Cheon Kungwun, Cheon Wonryou, Cheon Mukeum and Cheon Yuchan all asked to recruit Mun Ku multiple times right after the first test where she declined every offer.  (Source: Nano Machine Wiki)  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/16/524857.jpg,https://cdn.myanimelist.net/images/characters/16/524857.webp,https://cdn.myanimelist.net/images/characters/16/524857t.webp
219531,https://myanimelist.net/character/219531/Moon_Gyu,Moon Gyu,문규,,13,"Mun Ku was a descendant of the Dark Dragon Palm Clan and is the granddaughter of the 9th Elder Mun Yun. Since their clan is almost as powerful and can rival the Six Clans, vice lord candidates from these clans target the Demon Dragon Clan for recruitment and to support them. An example of these is when Cheon Kungwun, Cheon Wonryou, Cheon Mukeum and Cheon Yuchan all asked to recruit Mun Ku multiple times right after the first test where she declined every offer.  (Source: Nano Machine Wiki)  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/16/524857.jpg,https://cdn.myanimelist.net/images/characters/16/524857.webp,https://cdn.myanimelist.net/images/characters/16/524857t.webp
219532,https://myanimelist.net/character/219532/Shion_Otosaka,Shion Otosaka,乙坂 シオン,,2,,https://cdn.myanimelist.net/images/characters/15/492015.jpg,https://cdn.myanimelist.net/images/characters/15/492015.webp,https://cdn.myanimelist.net/images/characters/15/492015t.webp
219533,https://myanimelist.net/character/219533/Kaguya_Makabe,Kaguya Makabe,真壁 カグヤ,,0,"Subaru's little brother and one of the Seven Shadows, being the youngest to ever become a member. Kaguya and Subaru used to be close as children, but when Kaguya showed more talent than his brother, the two becomed distant.   (Source: Shadowverse Wiki)",https://cdn.myanimelist.net/images/characters/9/492000.jpg,https://cdn.myanimelist.net/images/characters/9/492000.webp,https://cdn.myanimelist.net/images/characters/9/492000t.webp
219534,https://myanimelist.net/character/219534/Ryouga_Jasei,Ryouga Jasei,邪星 リョウガ,,0,,https://cdn.myanimelist.net/images/characters/15/492003.jpg,https://cdn.myanimelist.net/images/characters/15/492003.webp,https://cdn.myanimelist.net/images/characters/15/492003t.webp
219535,https://myanimelist.net/character/219535/Andrea_Londo,Andrea Londo,アンドレア・ロンド,,1,,https://cdn.myanimelist.net/images/characters/5/492002.jpg,https://cdn.myanimelist.net/images/characters/5/492002.webp,https://cdn.myanimelist.net/images/characters/5/492002t.webp
219536,https://myanimelist.net/character/219536/Tazuru_Kazami,Tazuru Kazami,風見 多鶴,,1,,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
258076,https://myanimelist.net/character/258076/Morita,Morita,,,0,"Satomi's senpai at the family restaurant. He is a manga otaku.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/10/566899.jpg,https://cdn.myanimelist.net/images/characters/10/566899.webp,https://cdn.myanimelist.net/images/characters/10/566899t.webp
258077,https://myanimelist.net/character/258077/Junko_Usa,Junko Usa,,,0,"She works at Zakuro as a hostess.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/12/566894.jpg,https://cdn.myanimelist.net/images/characters/12/566894.webp,https://cdn.myanimelist.net/images/characters/12/566894t.webp
258079,https://myanimelist.net/character/258079/Daiki_Okada,Daiki Okada,,,0,"He is a writer who is investigating yakuza.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/16/566900.jpg,https://cdn.myanimelist.net/images/characters/16/566900.webp,https://cdn.myanimelist.net/images/characters/16/566900t.webp
258080,https://myanimelist.net/character/258080/Masanori_Nanjou,Masanori Nanjou,,Houjou Reiko,0,"He is a mangaka who frequents the family restaurant Satomi works in.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/12/566897.jpg,https://cdn.myanimelist.net/images/characters/12/566897.webp,https://cdn.myanimelist.net/images/characters/12/566897t.webp
258081,https://myanimelist.net/character/258081/Suzuki, Suzuki,,,0,"Houjou Reiko's editor.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png
258082,https://myanimelist.net/character/258082/Keita_Maruyama,Keita Maruyama,,,0,"Satomi's friend from university.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/4/566895.jpg,https://cdn.myanimelist.net/images/characters/4/566895.webp,https://cdn.myanimelist.net/images/characters/4/566895t.webp
258083,https://myanimelist.net/character/258083/Makoto_Yoshikawa,Makoto Yoshikawa,,,0,"Houjou Reiko's assistant.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/12/566898.jpg,https://cdn.myanimelist.net/images/characters/12/566898.webp,https://cdn.myanimelist.net/images/characters/12/566898t.webp
258084,https://myanimelist.net/character/258084/Mana,Mana,,,0,"Satomi's friend from university.  No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/4/566896.jpg,https://cdn.myanimelist.net/images/characters/4/566896.webp,https://cdn.myanimelist.net/images/characters/4/566896t.webp
258085,https://myanimelist.net/character/258085/Alejandro,Alejandro,,,0,,https://cdn.myanimelist.net/images/characters/2/566903.jpg,https://cdn.myanimelist.net/images/characters/2/566903.webp,https://cdn.myanimelist.net/images/characters/2/566903t.webp
