manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,real_start_date,real_end_date,genres,themes,demographics
2,Berserk,manga,9.47,319696,currently_publishing,,,1989-08-25,,643969,119470,True,True,1989-08-25,,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology', 'Psychological']",['Seinen']
13,One Piece,manga,9.22,355375,currently_publishing,,,1997-07-22,,579557,111462,True,True,1997-07-22,,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
1706,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,manga,9.3,151433,finished,24,96,2004-01-19,2011-04-19,248511,41713,True,True,2004-01-19,2011-04-19,"['Action', 'Adventure', 'Mystery', 'Supernatural']",['Historical'],"['Seinen', 'Shounen']"
4632,Oyasumi Punpun,manga,9.02,168459,finished,13,147,2007-03-15,2013-11-02,413897,49361,True,True,2007-03-15,2013-11-02,"['Drama', 'Slice of Life']",['Psychological'],['Seinen']
25,Fullmetal Alchemist,manga,9.03,153151,finished,27,116,2001-07-12,2010-09-11,284027,29634,True,True,2001-07-12,2010-09-11,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",['Military'],['Shounen']
656,Vagabond,manga,9.24,129688,on_hiatus,37,327,1998-09-03,2015-05-21,350026,38229,True,True,1998-09-03,2015-05-21,"['Action', 'Adventure', 'Award Winning']","['Historical', 'Samurai']",['Seinen']
642,Vinland Saga,manga,9.05,119797,currently_publishing,,,2005-04-13,,282711,31157,True,True,2005-04-13,,"['Action', 'Adventure', 'Award Winning', 'Drama']",['Historical'],['Seinen']
90125,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,manga,8.92,123341,finished,28,281,2015-05-19,2022-11-02,256755,28120,True,True,2015-05-19,2022-11-02,"['Award Winning', 'Comedy']","['Romantic Subtext', 'School']",['Seinen']
116778,Chainsaw Man,manga,8.75,350057,currently_publishing,,,2018-12-03,,569114,77718,True,True,2018-12-03,,"['Action', 'Award Winning', 'Supernatural']",['Gore'],['Shounen']
1,Monster,manga,9.15,90296,finished,18,162,1994-12-05,2001-12-20,228361,19921,True,True,1994-12-05,2001-12-20,"['Award Winning', 'Drama', 'Mystery']","['Adult Cast', 'Psychological']",['Seinen']
56805,Koe no Katachi,manga,8.86,141466,finished,7,64,2013-08-07,2014-11-19,260905,22094,True,True,2013-08-07,2014-11-19,"['Award Winning', 'Drama']",['Romantic Subtext'],['Shounen']
44347,One Punch-Man,manga,8.75,224983,currently_publishing,,,2012-06-14,,457481,37439,True,True,2012-06-14,,"['Action', 'Comedy']","['Parody', 'Super Power']",['Seinen']
3,20th Century Boys,manga,8.95,81920,finished,22,249,1999-09-27,2006-04-24,236837,18621,True,True,1999-09-27,2006-04-24,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","['Historical', 'Psychological']",['Seinen']
21,Death Note,manga,8.7,219625,finished,12,108,2003-12-01,2006-05-15,381620,31326,True,True,2003-12-01,2006-05-15,"['Supernatural', 'Suspense']",['Psychological'],['Shounen']
35243,Haikyuu!!,manga,8.84,99709,finished,45,407,2012-02-20,2020-07-20,207367,17677,True,True,2012-02-20,2020-07-20,"['Award Winning', 'Sports']","['School', 'Team Sports']",['Shounen']
121496,Solo Leveling,manhwa,8.68,252925,finished,,201,2018-03-04,2023-05-31,435457,40236,True,True,2018-03-04,2023-05-31,"['Action', 'Adventure', 'Fantasy']",[],[]
51,Slam Dunk,manga,9.08,70877,finished,31,276,1990-09-18,1996-06-04,157962,14970,True,True,1990-09-18,1996-06-04,"['Award Winning', 'Sports']","['School', 'Team Sports']",['Shounen']
26,Hunter x Hunter,manga,8.73,118830,currently_publishing,,,1998-03-03,,257780,22642,True,True,1998-03-03,,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
70345,Grand Blue,manga,9.03,63438,currently_publishing,,,2014-04-07,,167755,16809,True,True,2014-04-07,,['Comedy'],[],['Seinen']
100448,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",manga,8.79,82303,finished,3,18,2016-08-10,2017-10-25,153674,13042,True,True,2016-08-10,2017-10-25,['Drama'],[],['Shounen']
336,GTO,manga,8.89,63074,finished,25,208,1996-12-11,2002-01-30,160614,10965,True,True,1996-12-11,2002-01-30,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi']","['Delinquents', 'School', 'Workplace']",['Shounen']
16765,Kingdom,manga,9.0,58247,currently_publishing,,,2006-01-26,,161094,14285,True,True,2006-01-26,,"['Action', 'Award Winning']","['Historical', 'Military']",['Seinen']
23390,Shingeki no Kyojin,manga,8.55,394362,finished,34,141,2009-09-09,2021-04-09,635373,68609,True,True,2009-09-09,2021-04-09,"['Action', 'Award Winning', 'Drama']","['Gore', 'Military', 'Survival']",['Shounen']
78523,ReLIFE,manga,8.65,77620,finished,15,238,2013-10-12,2018-03-16,156110,11940,True,True,2013-10-12,2018-03-16,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School'],[]
104,Yotsuba to!,manga,8.88,52318,currently_publishing,,,2003-03-21,,146934,15597,True,True,2003-03-21,,"['Award Winning', 'Comedy', 'Slice of Life']","['Childcare', 'Iyashikei']",[]
119161,Spy x Family,manga,8.58,119325,currently_publishing,,,2019-03-25,,286531,19942,True,True,2019-03-25,,"['Action', 'Comedy']",['Childcare'],['Shounen']
145863,Sayonara Eri,manga,8.7,60899,finished,1,,2022-04-11,2022-04-11,93524,4718,True,True,2022-04-11,2022-04-11,['Drama'],[],['Shounen']
33327,Tokyo Ghoul,manga,8.52,260758,finished,14,144,2011-09-08,2014-09-18,480001,43505,True,True,2011-09-08,2014-09-18,"['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']",['Seinen']
113138,Jujutsu Kaisen,manga,8.53,157446,currently_publishing,,,2018-03-05,,354285,27088,True,True,2018-03-05,,"['Action', 'Supernatural']",['School'],['Shounen']
91941,Made in Abyss,manga,8.77,50616,currently_publishing,,,2012-10-20,,151643,9972,True,True,2012-10-20,,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",[],[]
126146,"""Oshi no Ko""",manga,8.68,58169,currently_publishing,,,2020-04-23,,150556,12106,True,True,2020-04-23,,"['Drama', 'Supernatural']","['Reincarnation', 'Showbiz']",['Seinen']
21525,Akatsuki no Yona,manga,8.82,46170,currently_publishing,,,2009-08-05,,128650,13645,True,True,2009-08-05,,"['Action', 'Adventure', 'Fantasy', 'Romance']",[],['Shoujo']
1133,Dorohedoro,manga,8.68,51906,finished,23,190,2000-11-30,2018-09-12,162391,12470,True,True,2000-11-30,2018-09-12,"['Action', 'Comedy', 'Fantasy', 'Horror']",['Gore'],['Seinen']
44489,Houseki no Kuni,manga,8.96,37016,currently_publishing,,,2012-10-25,,118199,13163,True,True,2012-10-25,,"['Action', 'Drama', 'Fantasy']",['Anthropomorphic'],['Seinen']
28,Nana,manga,8.79,40952,on_hiatus,21,84,2000-05-26,2009-05-26,129733,10846,True,True,2000-05-26,2009-05-26,"['Award Winning', 'Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']",['Shoujo']
114745,Blue Lock,manga,8.55,66488,currently_publishing,,,2018-08-01,,151572,11705,True,True,2018-08-01,,"['Award Winning', 'Sports']",['Team Sports'],['Shounen']
3031,Pandora Hearts,manga,8.57,59353,finished,24,107,2006-05-18,2015-03-18,167922,16285,True,True,2006-05-18,2015-03-18,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",[],['Shounen']
88660,Yagate Kimi ni Naru,manga,8.67,44389,finished,8,50,2015-04-27,2019-09-27,98059,9316,True,True,2015-04-27,2019-09-27,"['Drama', 'Girls Love']",['School'],[]
102,Fruits Basket,manga,8.52,71757,finished,23,136,1998-07-18,2006-11-20,139310,14403,True,True,1998-07-18,2006-11-20,"['Award Winning', 'Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']",['Shoujo']
3006,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,manga,8.57,58809,finished,18,174,1992-04-21,1995-11-21,98428,6407,True,True,1992-04-21,1995-11-21,"['Action', 'Supernatural']",[],['Shounen']
664,Akira,manga,8.68,41531,finished,6,120,1982-12-06,1990-06-11,125463,6322,True,True,1982-12-06,1990-06-11,"['Action', 'Award Winning', 'Sci-Fi']",['Gore'],['Seinen']
60783,Mob Psycho 100,manga,8.61,44163,finished,16,109,2012-04-18,2017-12-22,110955,5529,True,True,2012-04-18,2017-12-22,"['Action', 'Award Winning', 'Comedy', 'Supernatural']",['Super Power'],[]
42451,Horimiya,manga,8.43,145365,finished,17,139,2011-10-18,2021-03-18,325411,24837,True,True,2011-10-18,2021-03-18,['Romance'],['School'],['Shounen']
698,Neon Genesis Evangelion,manga,8.58,47225,finished,14,97,1994-12-26,2013-06-04,107351,7410,True,True,1994-12-26,2013-06-04,"['Action', 'Drama', 'Mystery', 'Sci-Fi']","['Mecha', 'Psychological']","['Seinen', 'Shounen']"
111213,Bastard,manhwa,8.49,66618,finished,5,94,2014-07-04,2016-05-06,127118,6484,True,True,2014-07-04,2016-05-06,"['Drama', 'Horror', 'Mystery', 'Romance']","['Gore', 'Psychological']",[]
745,Pluto,manga,8.62,40497,finished,8,65,2003-09-09,2009-04-01,111047,5000,True,True,2003-09-09,2009-04-01,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']",['Seinen']
11734,Watashitachi no Shiawase na Jikan,manga,8.53,53670,finished,1,8,2008-03-28,2008-08-22,112875,4862,True,True,2008-03-28,2008-08-22,"['Drama', 'Romance']","['Music', 'Psychological']",['Seinen']
22,Rurouni Kenshin: Meiji Kenkaku Romantan,manga,8.56,46255,finished,28,259,1994-04-12,1999-09-21,94506,7143,True,True,1994-04-12,1999-09-21,"['Action', 'Drama']","['Historical', 'Samurai']",['Shounen']
7,Hajime no Ippo,manga,8.71,34398,currently_publishing,,,1989-09-27,,80612,6392,True,True,1989-09-27,,"['Award Winning', 'Sports']",['Combat Sports'],['Shounen']
25515,JoJo no Kimyou na Bouken Part 8: JoJolion,manga,8.48,64851,finished,27,110,2011-05-19,2021-08-19,140203,7525,True,True,2011-05-19,2021-08-19,"['Action', 'Adventure', 'Award Winning', 'Mystery', 'Supernatural']",[],['Seinen']
125036,The Horizon,manhwa,8.67,35761,finished,3,21,2016-03-30,2016-07-21,77186,4104,True,True,2016-03-30,2016-07-21,"['Adventure', 'Drama']",['Psychological'],[]
70261,Mushoku Tensei: Isekai Ittara Honki Dasu,light_novel,8.79,31117,finished,26,330,2014-01-23,2022-11-25,75636,6720,True,True,2014-01-23,2022-11-25,['Fantasy'],"['Isekai', 'Reincarnation']",[]
44,Gintama,manga,8.62,38654,finished,77,709,2003-12-08,2019-06-20,92058,8241,True,True,2003-12-08,2019-06-20,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen']
89357,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,light_novel,8.88,29679,finished,14,110,2015-05-25,2019-09-25,79930,7843,True,True,2015-05-25,2019-09-25,['Drama'],"['Psychological', 'School']",[]
30,Ouran Koukou Host Club,manga,8.5,58633,finished,18,87,2002-07-24,2010-09-24,124198,7973,True,True,2002-07-24,2010-09-24,"['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",['Shoujo']
42,Dragon Ball,manga,8.41,92616,finished,42,520,1984-11-20,1995-05-23,151685,13965,True,True,1984-11-20,1995-05-23,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Martial Arts', 'Super Power']",['Shounen']
107931,Blue Period,manga,8.65,33989,currently_publishing,,,2017-06-24,,115490,7971,True,True,2017-06-24,,"['Award Winning', 'Drama']","['School', 'Visual Arts']",['Seinen']
610,Skip Beat!,manga,8.57,38571,currently_publishing,,,2002-02-15,,89561,9138,True,True,2002-02-15,,"['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']",['Shoujo']
7519,Kami nomi zo Shiru Sekai,manga,8.47,55751,finished,26,271,2008-04-09,2014-04-23,107729,9176,True,True,2008-04-09,2014-04-23,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Harem', 'Otaku Culture', 'School']",['Shounen']
105084,Jibaku Shounen Hanako-kun,manga,8.58,37330,currently_publishing,,,2014-12-18,,106024,10643,True,True,2014-12-18,,['Supernatural'],['School'],['Shounen']
8967,Onanie Master Kurosawa,manga,8.41,70762,finished,4,31,2007-09-01,2008-03-01,130116,10070,True,True,2007-09,2008-03,['Drama'],"['Psychological', 'School']",[]
7375,Kokou no Hito,manga,8.72,27004,finished,17,170,2007-11-01,2011-10-27,90189,4948,True,True,2007-11-01,2011-10-27,"['Drama', 'Sports']",['Psychological'],['Seinen']
9711,Bakuman.,manga,8.39,80778,finished,20,176,2008-08-11,2012-04-23,169368,11031,True,True,2008-08-11,2012-04-23,"['Comedy', 'Drama', 'Romance']",['Otaku Culture'],['Shounen']
2921,Kaichou wa Maid-sama!,manga,8.39,79657,finished,18,98,2005-12-24,2013-09-24,158878,9284,True,True,2005-12-24,2013-09-24,"['Comedy', 'Romance']",['School'],['Shoujo']
8586,The Breaker,manhwa,8.4,68192,finished,10,72,2007-06-01,2010-07-20,138995,6195,True,True,2007-06-01,2010-07-20,"['Action', 'Comedy', 'Drama']","['Martial Arts', 'School']",[]
145,Beck,manga,8.69,26707,finished,34,103,2000-02-17,2008-06-05,74669,4750,True,True,2000-02-17,2008-06-05,"['Award Winning', 'Drama', 'Romance']",['Music'],['Shounen']
122663,Tower of God,manhwa,8.39,75332,currently_publishing,,,2010-07-05,,177158,12046,True,True,2010-07-05,,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",[],[]
3866,Kuroshitsuji,manga,8.41,62129,currently_publishing,,,2006-09-16,,154199,16097,True,True,2006-09-16,,"['Action', 'Fantasy', 'Mystery', 'Supernatural']","['Historical', 'Mythology']",['Shounen']
37707,Shigatsu wa Kimi no Uso,manga,8.59,32850,finished,11,44,2011-04-06,2015-02-06,77384,2607,True,True,2011-04-06,2015-02-06,"['Award Winning', 'Drama', 'Romance']","['Music', 'School']",['Shounen']
24692,Noragami,manga,8.4,59570,currently_publishing,,,2010-12-06,,175292,11887,True,True,2010-12-06,,"['Action', 'Fantasy']",['Mythology'],['Shounen']
8157,Kamisama Hajimemashita,manga,8.54,34562,finished,25,154,2008-02-20,2016-05-20,86056,5360,True,True,2008-02-20,2016-05-20,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",['Mythology'],['Shoujo']
72467,Shoujo Shuumatsu Ryokou,manga,8.7,23910,finished,6,47,2014-02-21,2018-01-12,61681,5448,True,True,2014-02-21,2018-01-12,"['Adventure', 'Award Winning', 'Slice of Life']",['Iyashikei'],[]
743,21st Century Boys,manga,8.44,43402,finished,2,16,2006-12-25,2007-07-14,83729,818,True,True,2006-12-25,2007-07-14,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",['Psychological'],['Seinen']
87609,Tensei shitara Slime Datta Ken,manga,8.39,50889,currently_publishing,,,2015-03-26,,122801,5904,True,True,2015-03-26,,"['Award Winning', 'Fantasy']","['Isekai', 'Reincarnation']",['Shounen']
138673,Look Back,manga,8.38,52661,finished,1,,2021-07-19,2021-07-19,79761,2276,True,True,2021-07-19,2021-07-19,['Drama'],[],['Shounen']
43,Eyeshield 21,manga,8.47,34854,finished,37,333,2002-07-23,2009-06-15,74099,4339,True,True,2002-07-23,2009-06-15,['Sports'],['Team Sports'],['Shounen']
85968,Golden Kamuy,manga,8.64,22719,finished,31,314,2014-08-21,2022-04-28,85781,4932,True,True,2014-08-21,2022-04-28,"['Action', 'Adventure', 'Award Winning']",['Historical'],['Seinen']
126287,Sousou no Frieren,manga,8.61,23322,currently_publishing,,,2020-04-28,,86152,3946,True,True,2020-04-28,,"['Adventure', 'Award Winning', 'Drama', 'Fantasy']",[],['Shounen']
401,Kiseijuu,manga,8.38,46596,finished,10,64,1989-11-22,1995-12-23,98831,4298,True,True,1989-11-22,1995-12-23,"['Action', 'Award Winning', 'Horror', 'Sci-Fi']","['Gore', 'Psychological']",['Seinen']
22651,The Breaker: New Waves,manhwa,8.37,50252,finished,20,203,2010-10-08,2015-05-08,90861,4291,True,True,2010-10-08,2015-05-08,"['Action', 'Comedy', 'Drama', 'Romance']","['Martial Arts', 'School']",[]
74697,Re:Zero kara Hajimeru Isekai Seikatsu,light_novel,8.79,19444,currently_publishing,,,2014-01-23,,65604,5097,True,True,2014-01-23,,"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",[]
657,Real,manga,8.93,18089,currently_publishing,,,1999-10-28,,80183,3500,True,True,1999-10-28,,"['Drama', 'Sports']","['Psychological', 'Team Sports']",['Seinen']
583,Claymore,manga,8.3,82078,finished,27,159,2001-05-06,2014-10-04,189705,13034,True,True,2001-05-06,2014-10-04,"['Action', 'Adventure', 'Fantasy', 'Horror']",['Gore'],['Shounen']
55215,Utsuro no Hako to Zero no Maria,light_novel,8.71,19797,finished,7,40,2009-01-10,2015-06-10,100555,5287,True,True,2009-01-10,2015-06-10,"['Action', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Suspense']","['Psychological', 'School']",[]
81669,Overlord,light_novel,8.65,21056,currently_publishing,,,2012-07-30,,60312,3870,True,True,2012-07-30,,"['Action', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']",[]
35573,Orange,manga,8.31,66914,finished,7,38,2012-03-13,2022-04-08,151341,7024,True,True,2012-03-13,2022-04-08,"['Drama', 'Romance', 'Sci-Fi']","['Love Polygon', 'School', 'Time Travel']",['Shoujo']
40171,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,light_novel,8.77,18937,finished,18,168,2011-03-18,2021-04-20,68687,4093,True,True,2011-03-18,2021-04-20,"['Comedy', 'Romance']","['Love Polygon', 'School']",[]
132214,Omniscient Reader,manhwa,8.4,38739,currently_publishing,,,2020-05-26,,89171,4368,True,True,2020-05-26,,"['Action', 'Adventure', 'Fantasy']",[],[]
1224,3-gatsu no Lion,manga,8.88,17770,currently_publishing,,,2007-07-13,,63741,3938,True,True,2007-07-13,,"['Award Winning', 'Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen']
89087,Wotaku ni Koi wa Muzukashii,manga,8.37,44582,finished,11,105,2015-04-30,2021-07-16,126975,5980,True,True,2015-04-30,2021-07-16,"['Comedy', 'Romance']","['Adult Cast', 'Otaku Culture', 'Workplace']",[]
56529,Bungou Stray Dogs,manga,8.51,25540,currently_publishing,,,2012-12-04,,84355,5693,True,True,2012-12-04,,"['Action', 'Supernatural']",[],['Seinen']
81117,Tokyo Ghoul:re,manga,8.27,139636,finished,16,181,2014-10-16,2018-07-05,272238,19672,True,True,2014-10-16,2018-07-05,"['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']",['Seinen']
418,Mushishi,manga,8.72,18630,finished,10,50,1999-11-01,2008-08-25,79069,2745,True,True,1999-11,2008-08-25,"['Award Winning', 'Fantasy', 'Mystery', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen']
3285,Holyland,manga,8.46,29766,finished,18,182,2000-10-13,2008-05-23,80682,3686,True,True,2000-10-13,2008-05-23,['Action'],"['Delinquents', 'Martial Arts', 'Psychological']",['Seinen']
936,Homunculus,manga,8.36,42991,finished,15,166,2003-03-17,2011-02-21,121848,6411,True,True,2003-03-17,2011-02-21,"['Drama', 'Horror', 'Mystery', 'Supernatural']",['Psychological'],['Seinen']
39325,Boku dake ga Inai Machi,manga,8.37,38647,finished,9,49,2012-06-04,2016-11-04,85050,3286,True,True,2012-06-04,2016-11-04,"['Mystery', 'Supernatural']","['Psychological', 'Time Travel']",['Seinen']
3009,JoJo no Kimyou na Bouken Part 6: Stone Ocean,manga,8.25,128739,finished,17,158,1999-12-07,2003-04-08,195625,11445,True,True,1999-12-07,2003-04-08,"['Action', 'Adventure']",[],['Shounen']
4,Yokohama Kaidashi Kikou,manga,8.68,17736,finished,14,142,1994-04-25,2006-02-25,70411,4933,True,True,1994-04-25,2006-02-25,"['Award Winning', 'Drama', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],['Seinen']
112318,Jigokuraku,manga,8.3,56154,finished,13,128,2018-01-22,2021-01-25,143850,6214,True,True,2018-01-22,2021-01-25,"['Action', 'Fantasy']",['Historical'],['Shounen']
48621,Koe no Katachi,one_shot,8.39,34205,finished,,1,2011-01-08,2011-01-08,59935,655,True,True,2011-01-08,2011-01-08,['Drama'],['School'],['Shounen']
96792,Kimetsu no Yaiba,manga,8.23,261243,finished,23,207,2016-02-15,2020-05-18,414593,28428,True,True,2016-02-15,2020-05-18,"['Action', 'Fantasy']",['Historical'],['Shounen']
79085,Given,manga,8.54,21859,finished,9,,2013-04-30,2023-03-30,57664,4272,True,True,2013-04-30,2023-03-30,"['Boys Love', 'Drama']","['Music', 'School']",[]
1303,Ashita no Joe,manga,8.94,15670,finished,20,171,1968-01-01,1973-05-13,48715,4003,True,True,1968-01-01,1973-05-13,"['Drama', 'Slice of Life', 'Sports']",['Combat Sports'],['Shounen']
99314,Kimi no Na wa.,manga,8.39,33031,finished,3,9,2016-05-27,2017-01-27,84546,1508,True,True,2016-05-27,2017-01-27,"['Drama', 'Supernatural']",['Romantic Subtext'],['Seinen']
46282,Chikan Otoko,manga,8.5,23068,finished,,21,2004-01-01,2004-01-01,45978,2869,True,True,2004,2004,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],[]
24,D.Gray-man,manga,8.28,61896,currently_publishing,,,2004-05-31,,153269,12342,True,True,2004-05-31,,"['Action', 'Adventure']","['Mythology', 'Super Power']",['Shounen']
39883,Ansatsu Kyoushitsu,manga,8.26,73208,finished,21,187,2012-07-02,2016-04-25,150863,6841,True,True,2012-07-02,2016-04-25,"['Action', 'Comedy']",['School'],['Shounen']
651,Kaze no Tani no Nausicaä,manga,8.82,15965,finished,7,59,1982-10-09,1994-02-10,55212,3316,True,True,1982-10-09,1994-02-10,"['Action', 'Adventure', 'Award Winning', 'Fantasy', 'Supernatural']",[],[]
14790,Magi,manga,8.27,63874,finished,37,369,2009-06-03,2017-10-11,144423,9610,True,True,2009-06-03,2017-10-11,"['Adventure', 'Award Winning', 'Fantasy']",[],['Shounen']
14893,Monogatari Series: First Season,light_novel,8.93,15388,finished,6,107,2006-11-01,2010-07-28,56620,3022,True,True,2006-11-01,2010-07-28,"['Action', 'Comedy', 'Mystery', 'Romance', 'Supernatural']",['Vampire'],[]
10,xxxHOLiC,manga,8.38,31602,finished,19,213,2003-02-24,2011-02-09,80346,4966,True,True,2003-02-24,2011-02-09,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",[],['Seinen']
106,Cardcaptor Sakura,manga,8.38,30530,finished,12,50,1996-05-02,2000-07-03,61405,3803,True,True,1996-05-02,2000-07-03,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy', 'Romance']",['Mahou Shoujo'],['Shoujo']
5255,Dengeki Daisy,manga,8.29,50504,finished,16,80,2007-05-12,2013-12-24,116194,7957,True,True,2007-05-12,2013-12-24,"['Comedy', 'Drama', 'Romance']",[],['Shoujo']
768,Gunnm,manga,8.41,25852,finished,9,53,1990-11-01,1995-03-01,78787,4514,True,True,1990-11,1995-03,"['Action', 'Sci-Fi']",[],['Seinen']
104538,Kimi no Suizou wo Tabetai,manga,8.5,21135,finished,2,10,2016-08-25,2017-05-25,40905,1677,True,True,2016-08-25,2017-05-25,['Drama'],[],[]
9115,Ookami to Koushinryou,light_novel,8.83,15190,currently_publishing,,,2006-02-10,,61758,4099,True,True,2006-02-10,,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Adult Cast', 'Historical']",[]
97244,Shimanami Tasogare,manga,8.5,20805,finished,4,23,2015-03-06,2018-05-23,57648,3415,True,True,2015-03-06,2018-05-23,"['Drama', 'Slice of Life']",['Psychological'],['Seinen']
267,Hellsing,manga,8.3,41895,finished,10,92,1997-04-30,2008-09-30,91042,5655,True,True,1997-04-30,2008-09-30,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Historical', 'Vampire']",['Seinen']
33031,Imawa no Kuni no Alice,manga,8.4,25312,finished,18,87,2010-11-25,2016-03-02,74272,3177,True,True,2010-11-25,2016-03-02,"['Action', 'Horror', 'Supernatural']","['Gore', 'High Stakes Game', 'Psychological', 'Survival']",['Shounen']
149,Blame!,manga,8.3,40614,finished,10,66,1997-01-25,2003-07-25,142926,8017,True,True,1997-01-25,2003-07-25,"['Action', 'Drama', 'Horror', 'Sci-Fi']",['Psychological'],['Seinen']
100035,Tongari Boushi no Atelier,manga,8.59,16760,currently_publishing,,,2016-07-22,,71204,4100,True,True,2016-07-22,,['Fantasy'],[],['Seinen']
29211,Gekkan Shoujo Nozaki-kun,manga,8.44,22703,currently_publishing,,,2011-08-25,,77927,3855,True,True,2011-08-25,,"['Comedy', 'Romance']","['Otaku Culture', 'School']",[]
60553,Kono Subarashii Sekai ni Shukufuku wo!,light_novel,8.62,16187,finished,17,127,2013-10-01,2020-05-01,50861,2773,True,True,2013-10-01,2020-05-01,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[]
62795,Tomodachi Game,manga,8.45,21847,currently_publishing,,,2013-12-09,,63905,3581,True,True,2013-12-09,,['Suspense'],"['High Stakes Game', 'Psychological', 'Strategy Game']",['Shounen']
3378,Kimi ni Todoke,manga,8.28,43785,finished,30,125,2005-08-11,2017-11-13,114245,5180,True,True,2005-08-11,2017-11-13,"['Award Winning', 'Romance', 'Slice of Life']",['School'],['Shoujo']
103701,Beastars,manga,8.26,48822,finished,22,196,2016-09-08,2020-10-08,105410,6793,True,True,2016-09-08,2020-10-08,"['Award Winning', 'Drama', 'Slice of Life']","['Anthropomorphic', 'Psychological']",['Shounen']
9,Tsubasa: RESERVoir CHRoNiCLE,manga,8.3,36431,finished,28,233,2003-05-21,2009-10-07,77803,6162,True,True,2003-05-21,2009-10-07,"['Action', 'Adventure', 'Drama', 'Fantasy']",[],['Shounen']
121269,Who Made Me a Princess,manhwa,8.44,21345,finished,9,125,2017-12-20,2022-04-30,45214,2681,True,True,2017-12-20,2022-04-30,"['Comedy', 'Fantasy', 'Romance']",['Reincarnation'],[]
102343,Fumetsu no Anata e,manga,8.34,29669,currently_publishing,,,2016-11-09,,98669,3994,True,True,2016-11-09,,"['Adventure', 'Award Winning', 'Drama', 'Supernatural']",[],['Shounen']
24705,Aku no Hana,manga,8.21,71557,finished,11,58,2009-09-09,2014-05-09,149648,11569,True,True,2009-09-09,2014-05-09,"['Drama', 'Romance']","['Psychological', 'School']",['Shounen']
103237,Wind Breaker,manhwa,8.58,15955,currently_publishing,,,2013-12-15,,43361,2739,True,True,2013-12-15,,"['Action', 'Drama', 'Sports']",[],[]
103897,Dr. Stone,manga,8.2,85813,finished,26,233,2017-03-06,2022-03-07,181191,9586,True,True,2017-03-06,2022-03-07,"['Adventure', 'Award Winning', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen']
38071,Spirit Circle,manga,8.5,17357,finished,6,45,2012-05-30,2016-03-30,42364,2225,True,True,2012-05-30,2016-03-30,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural']",['Reincarnation'],['Seinen']
1649,Liar Game,manga,8.29,35236,finished,19,203,2005-02-17,2015-01-22,108213,5273,True,True,2005-02-17,2015-01-22,['Drama'],"['High Stakes Game', 'Psychological', 'Strategy Game']",['Seinen']
