manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,real_start_date,real_end_date,genres,themes,demographics
93563,Juuza no Ulna,manga,,52,finished,7,38,2015-10-10,2019-01-12,398,1,True,True,2015-10-10,2019-01-12,[],['Military'],['Seinen']
98654,Battery,manga,,16,currently_publishing,,,2016-06-11,,398,1,True,True,2016-06-11,,"['Drama', 'Slice of Life', 'Sports']",['Team Sports'],['Seinen']
156661,Kaminaki Sekai no Oneechan Katsudou,manga,,64,currently_publishing,,,2022-11-25,,398,1,True,True,2022-11-25,,"['Action', 'Comedy', 'Fantasy']",['Isekai'],[]
8714,Satanikus Enma Kerberos,manga,,50,finished,4,20,2007-06-26,2009-01-26,398,0,True,True,2007-06-26,2009-01-26,"['Ecchi', 'Horror', 'Supernatural']",['Mythology'],['Seinen']
30843,Futanarikko Love,manga,,79,finished,14,148,2003-04-17,2009-10-16,398,0,False,True,2003-04-17,2009-10-16,['Hentai'],[],[]
68601,Dream Hunter Rem Alternative,manga,,88,finished,2,14,2011-03-28,2013-06-27,398,0,True,True,2011-03-28,2013-06-27,"['Action', 'Ecchi', 'Fantasy']",[],['Seinen']
152245,Our Tyrant Became Young,manhwa,,66,currently_publishing,,,2022-10-02,,398,0,True,True,2022-10-02,,"['Fantasy', 'Romance']",['Isekai'],[]
80435,School Rumble,light_novel,,102,finished,2,,2006-04-13,2007-12-14,397,56,True,True,2006-04-13,2007-12-14,"['Comedy', 'Romance', 'Slice of Life']",['School'],[]
136697,Your Forma: Densakukan Echika to Kikaishikake no Aibou,light_novel,,40,currently_publishing,,,2021-03-10,,397,12,True,True,2021-03-10,,"['Mystery', 'Sci-Fi']",['Detective'],[]
131600,Nogizaka Asuka no Himitsu,manga,,50,currently_publishing,,,2019-07-26,,397,3,True,True,2019-07-26,,"['Comedy', 'Ecchi', 'Romance']",['School'],['Seinen']
18670,Kanpachi,manga,,62,finished,10,139,2010-03-09,2016-03-26,397,1,True,True,2010-03-09,2016-03-26,['Comedy'],"['Parody', 'Visual Arts']",['Shounen']
78017,Higurashi no Naku Koro ni: Kataribanashi-hen,light_novel,,70,finished,3,33,2006-11-21,2009-01-12,397,1,True,True,2006-11-21,2009-01-12,"['Comedy', 'Drama', 'Horror', 'Mystery']",['Psychological'],[]
121030,Saigo no Isha wa Sakura wo Miagete Kimi wo Omou,manga,,34,finished,3,21,2018-05-21,2020-01-20,397,1,True,True,2018-05-21,2020-01-20,['Drama'],"['Medical', 'Psychological']",[]
151893,The Things Melvin Left Behind for Them,manhwa,,57,currently_publishing,,,2022-07-14,,397,1,True,True,2022-07-14,,"['Fantasy', 'Romance']",[],[]
1642,Kagerou-Nostalgia,manga,,85,finished,5,,1999-01-01,2003-01-01,397,0,True,True,1999,2003,"['Action', 'Adventure', 'Drama', 'Fantasy']","['Martial Arts', 'Samurai']",[]
84805,Shishunki no Futari,manga,,51,finished,4,35,2014-02-13,2014-10-23,397,0,True,True,2014-02-13,2014-10-23,"['Comedy', 'Romance']",['School'],['Shounen']
95218,Jigoku no Girlfriend,manga,,11,finished,3,33,2014-02-08,2017-01-07,397,0,True,True,2014-02-08,2017-01-07,"['Drama', 'Romance', 'Slice of Life']",[],['Josei']
17226,City Hunter: The Secret Service,manga,,67,finished,2,8,1996-01-01,1996-01-01,396,4,True,True,1996,1996,"['Action', 'Comedy', 'Drama']",[],['Shounen']
19692,Nu'er Guo Chuanqi,manhua,,96,finished,,110,2009-10-14,2014-08-30,396,4,True,True,2009-10-14,2014-08-30,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']",['Historical'],[]
113798,Shiraishi-kun no Doukyuusei,manga,,95,currently_publishing,,,2017-05-18,,396,4,True,True,2017-05-18,,"['Slice of Life', 'Supernatural']",['School'],[]
130848,Game: In High School,manga,,71,currently_publishing,,,2020-01-04,,396,4,True,True,2020-01-04,,['Romance'],['School'],[]
94277,Taimadou Gakuen 35 Shiken Shoutai: Another Mission,light_novel,,69,finished,2,13,2015-11-20,2016-08-20,396,1,True,True,2015-11-20,2016-08-20,"['Fantasy', 'Romance', 'Supernatural']","['Harem', 'Military', 'School']",[]
13675,Maid Shokun!,manga,,84,finished,4,25,2006-03-25,2008-04-26,396,0,True,True,2006-03-25,2008-04-26,"['Romance', 'Slice of Life']",[],['Seinen']
32475,Seishun Hanashinjuu,manga,,90,finished,2,21,2004-04-01,2017-01-14,396,0,False,True,2004-04,2017-01-14,"['Boys Love', 'Erotica']",[],[]
104945,Tou Tiao Dou Shi Ta,manhua,,94,currently_publishing,,,2015-08-28,,395,4,True,True,2015-08-28,,"['Comedy', 'Slice of Life']",[],[]
3163,Card no Ousama,manga,,98,finished,9,31,1999-01-01,2004-01-01,395,3,True,True,1999,2004,"['Action', 'Fantasy']",[],['Shoujo']
22056,Sweet Girl,manga,,66,finished,3,16,2008-01-01,,395,1,True,True,2008,,['Romance'],"['Crossdressing', 'Harem', 'School']",['Shoujo']
25880,DD Hokuto no Ken,manga,,96,finished,8,71,2010-10-25,2016-06-25,395,1,True,True,2010-10-25,2016-06-25,[],['Parody'],['Seinen']
82283,Arve Rezzle: Kikaijikake no Yousei-tachi,light_novel,,40,finished,1,7,2011-09-01,2012-04-01,395,1,True,True,2011-09-01,2012-04-01,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",[],[]
132422,"Konyaku Haki wo Mochikakerarete Juusuunen, Soko made Iu nara Haki shimashou!",manga,,87,finished,1,7,2020-02-25,2021-03-05,395,1,True,True,2020-02-25,2021-03-05,"['Comedy', 'Drama', 'Romance']",['Villainess'],[]
142915,Deisui Kanojo,manga,,43,currently_publishing,,,2021-10-12,,395,1,True,True,2021-10-12,,"['Comedy', 'Romance']",[],[]
149115,Nichiyoubi no Ichigo-chan,manga,,91,currently_publishing,,,2022-05-20,,395,1,True,True,2022-05-20,,['Boys Love'],"['Crossdressing', 'School']",[]
150523,Super Genius DNA,manhwa,,75,finished,,120,2020-09-08,2023-05-30,395,1,True,True,2020-09-08,2023-05-30,['Supernatural'],['Medical'],[]
151641,Datenshiron,manga,,87,currently_publishing,,,2022-09-02,,395,1,True,True,2022-09-02,,"['Comedy', 'Supernatural']","['Gag Humor', 'Mythology', 'Romantic Subtext']",['Shounen']
34847,Witch Shop,manhwa,,97,finished,9,,2011-01-01,2011-01-01,395,0,True,True,2011,2011,"['Comedy', 'Fantasy']",[],['Shoujo']
152726,One-in-Seven-Billion Irregular,manhwa,,75,currently_publishing,,,2022-04-11,,395,0,True,True,2022-04-11,,"['Action', 'Fantasy']",['Video Game'],[]
99160,Egao de Maryoku Charge: Mugen no Maryoku de Isekai Saisei,light_novel,,80,finished,3,105,2016-06-24,2016-10-25,394,6,True,True,2016-06-24,2016-10-25,['Fantasy'],[],[]
87903,Boku no Bungeibu ni Bitch ga Iru nante Arienai.,light_novel,,64,finished,10,66,2014-08-01,2017-09-29,394,4,True,True,2014-08-01,2017-09-29,"['Comedy', 'Ecchi', 'Romance']","['Harem', 'School']",[]
147691,Half-Ghost,manhwa,,98,currently_publishing,,,2021-01-26,,394,4,True,True,2021-01-26,,"['Romance', 'Supernatural']",['School'],[]
30573,Koi to Gunkan,manga,,71,finished,8,48,2009-12-28,2015-07-03,394,2,True,True,2009-12-28,2015-07-03,"['Comedy', 'Slice of Life']",[],['Shoujo']
37495,Otome Nadeshiko Koi Techou,light_novel,,19,finished,2,,2011-11-25,2012-01-26,394,2,True,True,2011-11-25,2012-01-26,"['Fantasy', 'Romance']",['Historical'],['Shoujo']
118007,Marriage Purple,manga,,34,finished,6,33,2018-07-24,2021-08-24,394,2,True,True,2018-07-24,2021-08-24,['Romance'],['School'],['Shoujo']
15142,Gu-pan!,manga,,92,finished,3,54,2007-12-27,2010-12-25,394,1,True,True,2007-12-27,2010-12-25,"['Comedy', 'Slice of Life']","['CGDCT', 'School']",[]
35323,Ikusa no Ko: Oda Saburou Nobunaga Den,manga,,42,currently_publishing,,,2010-10-25,,394,1,True,True,2010-10-25,,['Action'],['Historical'],['Seinen']
134089,Mahoutsukai no Konyakusha: Eternally Yours,manga,,58,currently_publishing,,,2020-12-18,,394,1,True,True,2020-12-18,,"['Fantasy', 'Romance']",[],[]
39803,Harajuku★Takenoko Kouban,manga,,74,finished,4,40,2009-12-19,2010-12-17,394,0,True,True,2009-12-19,2010-12-17,"['Action', 'Comedy', 'Ecchi']","['Crossdressing', 'Detective']",[]
80471,Nemureru Mori no Charon,manga,,77,finished,3,23,2014-09-05,2017-01-06,394,0,True,True,2014-09-05,2017-01-06,"['Horror', 'Supernatural']",[],['Seinen']
96961,Tenshoku no Shinden wo Hirakimashita,light_novel,,60,currently_publishing,,,2016-02-27,,394,0,True,True,2016-02-27,,['Fantasy'],[],[]
126271,Guilty: Nakanu Hotaru ga Mi wo Kogasu,manga,,54,currently_publishing,,,2017-09-15,,393,5,True,True,2017-09-15,,"['Drama', 'Romance']",[],[]
112064,Shokuryou Kyoushitsu,manga,,90,finished,3,,2017-06-20,2018-06-22,393,4,True,True,2017-06-20,2018-06-22,"['Horror', 'Mystery']",[],[]
5050,Shi to Kanojo to Boku,manga,,65,finished,10,,1988-01-01,1999-01-01,393,3,True,True,1988,1999,"['Drama', 'Horror', 'Romance']",[],['Josei']
91636,Kyousei Haramase Gouhouka!!!,manga,,102,finished,1,6,2015-07-24,2015-07-24,393,3,False,True,2015-07-24,2015-07-24,['Hentai'],[],[]
5273,Strawberry Shortcakes,manga,,67,finished,1,23,2002-12-01,2002-12-01,393,1,True,True,2002-12,2002-12,[],[],['Josei']
10796,Tales of the World: Radiant Mythology,manga,,68,finished,2,,2008-08-07,2009-01-01,393,1,True,True,2008-08-07,2009,"['Adventure', 'Fantasy']",[],[]
20729,Kettama! Shuukyuu Riot☆Girls,manga,,98,finished,3,18,2010-05-11,2011-12-20,393,1,True,True,2010-05-11,2011-12-20,"['Comedy', 'Sports']",['Team Sports'],['Seinen']
72817,Shin Megami Tensei IV: Prayers,manga,,94,finished,2,16,2013-05-21,2014-08-21,393,1,True,True,2013-05-21,2014-08-21,"['Action', 'Supernatural']","['Mythology', 'Samurai']",['Shounen']
90957,Salty Road,manga,,61,finished,3,22,2014-10-16,2016-03-16,393,1,True,True,2014-10-16,2016-03-16,"['Comedy', 'Sci-Fi']",[],['Seinen']
132556,Shin Gunjou Senki,manga,,59,finished,5,45,2021-01-07,2022-03-17,393,1,True,True,2021-01-07,2022-03-17,['Action'],"['Historical', 'Time Travel']",['Seinen']
147038,Yuusha Densetsu no Uragawa de Ore wa Eiyuu Densetsu wo Tsukurimasu: Oudougoroshi no Eiyuutan,manga,,73,currently_publishing,,,2020-01-10,,393,0,True,True,2020-01-10,,"['Action', 'Adventure', 'Ecchi', 'Fantasy']",['Harem'],[]
154546,Sierra on Strike!,manhwa,,78,currently_publishing,,,2022-05-04,,393,0,True,True,2022-05-04,,"['Fantasy', 'Romance']",[],[]
4391,Getsu Mei Sei Ki: Sayonara Shinsengumi,manga,,71,finished,10,,2003-07-10,2006-01-19,392,5,True,True,2003-07-10,2006-01-19,"['Action', 'Adventure']","['Historical', 'Samurai']",['Seinen']
140480,Kyouryuu-chan to Kaseki-kun,manga,,50,currently_publishing,,,2021-09-03,,392,4,True,True,2021-09-03,,"['Comedy', 'Romance', 'Supernatural']",['School'],['Seinen']
49291,Toaru Hikuushi e no Seiyaku,light_novel,,31,finished,9,85,2012-09-19,2015-11-18,392,3,True,True,2012-09-19,2015-11-18,"['Adventure', 'Drama', 'Romance']",['Military'],[]
12771,Himawari Den!,manga,,59,finished,1,10,2006-03-07,2006-12-07,392,2,True,True,2006-03-07,2006-12-07,"['Adventure', 'Comedy', 'Romance', 'Slice of Life']",['Martial Arts'],[]
45237,Chocotan!,manga,,63,finished,13,85,2011-10-03,2017-12-01,392,2,True,True,2011-10-03,2017-12-01,['Romance'],['Pets'],['Shoujo']
9375,Vibration Life,manhwa,,95,currently_publishing,,,2007-01-01,,392,1,False,True,2007,,"['Boys Love', 'Drama', 'Erotica', 'Romance']",[],[]
74733,Petite Pêche!,manga,,93,finished,1,4,2013-06-05,2015-07-03,392,1,True,True,2013-06-05,2015-07-03,"['Comedy', 'Slice of Life']",[],['Shoujo']
132444,"Akuyaku Reijou, Cecilia Sylvie wa Shinitakunai node Dansou suru Koto ni Shita.",light_novel,,68,currently_publishing,,,2019-08-01,,392,1,True,True,2019-08-01,,"['Comedy', 'Fantasy', 'Romance']","['Crossdressing', 'Villainess']",['Shoujo']
33353,Yuri Shoujo,manga,,98,finished,3,,2009-01-01,2010-01-01,392,0,True,True,2009,2010,"['Girls Love', 'Romance']",[],[]
151220,Henkyou no Renkinjutsushi: Imasara Yosan Zero no Shokuba ni Modoru toka Mou Muri,manga,,86,currently_publishing,,,2021-07-21,,392,0,True,True,2021-07-21,,"['Adventure', 'Comedy', 'Fantasy']",[],[]
24426,Shakotan★Boogie,manga,,43,finished,32,144,1985-01-01,1996-06-10,391,6,True,True,1985,1996-06-10,[],['Racing'],['Seinen']
22419,Pocket Monsters HG SS: Jou no Daibouken,manga,,82,finished,1,6,2009-09-15,2010-01-15,391,4,True,True,2009-09-15,2010-01-15,"['Action', 'Adventure']",[],['Kids']
125035,"Shinimodori, Subete wo Sukuu Tame ni Saikyou e to Itaru",light_novel,,76,currently_publishing,,,2019-01-18,,391,4,True,True,2019-01-18,,"['Action', 'Adventure', 'Fantasy']",['Time Travel'],[]
153985,Punch Drunk Love,manhwa,,95,currently_publishing,,,2022-02-01,,391,4,False,True,2022-02-01,,"['Boys Love', 'Comedy', 'Erotica']",[],[]
22078,Ama-gami,manga,,62,finished,2,,2009-03-02,2009-09-26,391,3,True,True,2009-03-02,2009-09-26,"['Comedy', 'Ecchi', 'Supernatural']",[],['Seinen']
120098,Kondo wa Zettai ni Jama Shimasen!,light_novel,,66,currently_publishing,,,2019-03-28,,391,3,True,True,2019-03-28,,"['Drama', 'Romance']",['Time Travel'],[]
8617,Lemon Planet,manga,,95,finished,2,,,,391,1,True,True,,,['Romance'],"['Love Polygon', 'School']",['Shoujo']
94117,Kiitarou Shounen no Youkai Enikki,manga,,41,finished,15,179,2011-05-26,2022-03-10,391,0,True,True,2011-05-26,2022-03-10,"['Comedy', 'Supernatural']",[],[]
139086,Hotel Inhumans,manga,,48,currently_publishing,,,2021-06-12,,391,0,True,True,2021-06-12,,"['Action', 'Drama']",[],[]
115919,Kuro no Maou,light_novel,,86,currently_publishing,,,2013-05-24,,390,10,True,True,2013-05-24,,"['Action', 'Drama', 'Fantasy']",[],[]
8609,Taiyou Shounen Jango,manga,,79,finished,8,47,2004-01-01,2008-01-01,390,5,True,True,2004,2008,['Adventure'],[],['Kids']
36299,Escaflowne,light_novel,,70,finished,6,,1996-06-01,1997-08-01,390,4,True,True,1996-06,1997-08,"['Adventure', 'Fantasy', 'Romance']","['Isekai', 'Mecha']",[]
5567,Aigan Shoujo,manga,,39,finished,1,4,,,390,3,True,True,,,['Romance'],['School'],['Shoujo']
14892,Sengoku Paradise,manga,,99,currently_publishing,,,2009-04-09,,390,1,False,True,2009-04-09,,"['Adventure', 'Boys Love', 'Comedy', 'Erotica']","['Historical', 'Time Travel']",[]
40631,Binetsu Hime,manga,,80,finished,1,13,2007-05-29,2012-04-29,390,1,False,True,2007-05-29,2012-04-29,['Hentai'],[],[]
63533,Juuhan Shuttai!,manga,,24,currently_publishing,,,2012-09-27,,390,1,True,True,2012-09-27,,"['Award Winning', 'Comedy', 'Slice of Life']",['Otaku Culture'],['Seinen']
130422,Shiikuin-san wa Isekai de Doubutsuen Tsukuritai node Monster wo Tenazukeru,manga,,75,currently_publishing,,,2019-12-26,,390,1,True,True,2019-12-26,,"['Adventure', 'Fantasy']",[],[]
151202,"Biryuu Enshoutan: Jikokouteikan ga Gekihiku na Dragon-kyuu Bishoujo Maou wo, Yuusha ga Icha Love de Taijisuru Ohanashi",manga,,70,currently_publishing,,,2021-09-24,,390,0,False,True,2021-09-24,,"['Erotica', 'Fantasy']",[],[]
134643,Mob dakedo Oshi ga Ikiteru kara Mainichi ga Tanoshii,manga,,100,finished,2,15,2021-02-05,2022-08-05,389,4,True,True,2021-02-05,2022-08-05,"['Comedy', 'Fantasy', 'Romance']",['School'],[]
158118,Perfect Surgeon,manhwa,,88,currently_publishing,,,2022-03-18,,389,4,True,True,2022-03-18,,"['Drama', 'Supernatural']","['Adult Cast', 'Medical', 'Workplace']",[]
87926,Nagato Yuki-chan no Shoushitsu: Toaru Ichinichi,light_novel,,62,finished,1,36,2015-03-31,2015-03-31,389,3,True,True,2015-03-31,2015-03-31,['Comedy'],['School'],[]
127817,"Jaa, Kimi no Kawari ni Korosou ka?",manga,,65,currently_publishing,,,2018-11-06,,389,3,True,True,2018-11-06,,['Suspense'],['School'],['Seinen']
22092,Hakoniwa Mushi,manga,,67,finished,1,12,2000-04-01,2004-08-01,389,2,True,True,2000-04,2004-08,['Slice of Life'],['Psychological'],[]
80063,CtG: Zero kara Sodateru Dennou Shoujo,light_novel,,72,finished,3,15,2014-10-01,2015-07-01,389,2,True,True,2014-10-01,2015-07-01,"['Action', 'Fantasy', 'Sci-Fi']",['Video Game'],[]
30289,Ikkitousen: Gekirin Kousatsu.,manga,,41,finished,1,12,2013-03-09,2013-03-09,389,1,True,True,2013-03-09,2013-03-09,"['Comedy', 'Ecchi']",['Historical'],[]
94816,Girls & Panzer: 4-koma Anthology Comic,manga,,59,finished,1,16,2015-11-21,2015-11-21,389,1,True,True,2015-11-21,2015-11-21,['Comedy'],['Military'],[]
115523,Jimoto ga Japan,manga,,98,finished,6,61,2018-09-15,2020-04-02,389,1,True,True,2018-09-15,2020-04-02,"['Action', 'Comedy']","['Gag Humor', 'School']",['Shounen']
15573,Dispatch!!,manga,,90,finished,2,17,1998-03-18,1999-03-17,389,0,True,True,1998-03-18,1999-03-17,"['Action', 'Drama', 'Ecchi']",['Detective'],['Seinen']
150357,Manga wo Yomeru Ore ga Sekai Saikyou: Yome-tachi to Sugosu Kimama na Seikatsu,manga,,78,currently_publishing,,,2021-04-29,,389,0,True,True,2021-04-29,,['Fantasy'],"['Harem', 'Isekai', 'Reincarnation']",[]
66029,Sono Hanabira ni Kuchizuke wo: Natsu wo Gyutto ne!,light_novel,,71,finished,1,6,2010-08-14,2010-08-14,388,4,False,True,2010-08-14,2010-08-14,"['Ecchi', 'Erotica', 'Girls Love', 'Romance']",[],[]
88063,Junai Egoist,light_novel,,87,finished,3,61,2006-04-28,2008-04-26,388,4,False,True,2006-04-28,2008-04-26,"['Boys Love', 'Erotica', 'Slice of Life']",[],[]
1613,Gunparade March,manga,,97,finished,3,26,2001-11-01,2003-06-01,388,3,True,True,2001-11,2003-06,"['Drama', 'Sci-Fi']",['Mecha'],['Shounen']
28581,Watashi no Oniichan,manga,,99,finished,6,,2004-01-01,2004-01-01,388,1,True,True,2004,2004,"['Comedy', 'Slice of Life']",['School'],[]
131014,Nidoto Ie ni wa Kaerimasen!,manga,,75,currently_publishing,,,2020-03-27,,388,1,True,True,2020-03-27,,"['Fantasy', 'Romance']",[],[]
5194,Toshiue no Hito.,manga,,87,finished,3,12,2005-10-11,2007-08-16,388,0,True,True,2005-10-11,2007-08-16,['Romance'],[],['Shoujo']
68871,Otokomae Dorowars!,manga,,92,finished,1,11,2009-09-29,2012-06-28,388,0,False,True,2009-09-29,2012-06-28,"['Boys Love', 'Erotica']",[],[]
142169,Shunkashuutou Daikousha: Haru no Mai,light_novel,,9,finished,2,10,2021-04-09,2021-04-09,387,6,True,True,2021-04-09,2021-04-09,"['Drama', 'Fantasy', 'Romance']",[],[]
8751,Landreaall,manga,,39,currently_publishing,,,2002-10-28,,387,2,True,True,2002-10-28,,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Martial Arts'],['Josei']
20737,Nekojiru Manju,manga,,65,finished,1,13,1998-01-01,,387,2,True,True,1998-01,,"['Avant Garde', 'Comedy']","['Parody', 'Psychological']",['Seinen']
109954,Gau-chan to Issho,manga,,71,finished,4,34,2017-09-05,2018-11-20,387,2,True,True,2017-09-05,2018-11-20,['Comedy'],[],['Seinen']
141443,Shibuya Near Family,manga,,68,currently_publishing,,,2021-10-27,,387,2,True,True,2021-10-27,,['Comedy'],['School'],['Shounen']
19433,Planetary*,manga,,69,finished,2,13,2010-02-27,2011-02-28,387,1,True,True,2010-02-27,2011-02-28,"['Fantasy', 'Sci-Fi', 'Supernatural']",['School'],['Josei']
104994,Nana Toshi Monogatari,manga,,36,finished,5,30,2017-04-06,2019-09-06,387,1,True,True,2017-04-06,2019-09-06,"['Action', 'Drama', 'Sci-Fi']",['Military'],['Seinen']
119146,Killer Ape,manga,,74,finished,5,47,2018-11-01,2019-10-31,387,1,True,True,2018-11-01,2019-10-31,"['Action', 'Sci-Fi']","['Historical', 'Military']",['Seinen']
157796,Kasane to Subaru,manga,,58,currently_publishing,,,2021-12-26,,387,1,True,True,2021-12-26,,"['Comedy', 'Romance']","['Adult Cast', 'Crossdressing', 'Workplace']",[]
16294,Jutten!,manga,,104,finished,2,16,,,387,0,True,True,,,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']",['School'],['Shounen']
24266,Hetappi Manga Kenkyuujo R,manga,,37,finished,1,18,2008-04-28,2010-05-17,387,0,True,True,2008-04-28,2010-05-17,"['Comedy', 'Slice of Life']",['Educational'],['Shounen']
103216,Onedari Shitemite,manga,,60,finished,1,7,2013-10-20,2015-10-24,387,0,True,True,2013-10-20,2015-10-24,['Girls Love'],[],[]
120306,Housekishou no Shinjin,manga,,86,currently_publishing,,,2019-05-27,,387,0,True,True,2019-05-27,,['Fantasy'],[],[]
132641,Chiaraijima Kanako wa Naze ○○ Suru no ka?,manga,,55,finished,2,26,2019-09-17,2020-09-15,387,0,True,True,2019-09-17,2020-09-15,"['Comedy', 'Ecchi']",[],[]
12681,Harukanaru Toki no Naka de 4: Hajimari no Sho,manga,,90,finished,1,4,2008-02-23,2008-08-23,386,2,True,True,2008-02-23,2008-08-23,"['Fantasy', 'Romance']","['Isekai', 'Time Travel']",['Shoujo']
99346,Papa no Iukoto wo Kikinasai! After,light_novel,,38,currently_publishing,,,2016-07-22,,386,2,True,True,2016-07-22,,"['Drama', 'Slice of Life']",[],[]
35433,Acchi to Kocchi,manga,,72,finished,1,9,2010-01-01,,386,1,False,True,2010,,"['Boys Love', 'Erotica']",[],[]
79103,Seitokai Fukukaichou Yagami Sayuri wa Ganbatteiru!,manga,,30,finished,4,21,2014-06-19,2016-05-19,386,1,True,True,2014-06-19,2016-05-19,"['Ecchi', 'Romance']",['School'],['Seinen']
145379,Azakoi,manga,,42,currently_publishing,,,2021-09-24,,386,1,True,True,2021-09-24,,['Romance'],['School'],['Shoujo']
47134,Tonari no Oniko,manga,,73,finished,,11,2012-12-11,2014-11-17,386,0,True,True,2012-12-11,2014-11-17,"['Comedy', 'Supernatural']",['Mythology'],['Seinen']
8414,Sister Princess,light_novel,,66,finished,12,54,1999-03-01,2003-08-01,385,5,True,True,1999-03,2003-08,"['Comedy', 'Drama', 'Romance']",['Harem'],[]
34293,Dog Days,light_novel,,50,finished,,4,2011-02-10,2011-06-10,385,3,True,True,2011-02-10,2011-06-10,"['Action', 'Fantasy']",['Isekai'],[]
71821,Kindaichi Shounen no Ippaku Futsuka Shouryokou,manga,,82,finished,3,34,2014-04-23,2016-12-07,385,3,True,True,2014-04-23,2016-12-07,"['Comedy', 'Mystery']",['School'],[]
91942,Rakuen Tsuihou 2.0: Rakuen Zankyou - Godspeed You,light_novel,,21,finished,1,,2015-09-11,2015-09-11,385,3,True,True,2015-09-11,2015-09-11,"['Action', 'Sci-Fi']",['Mecha'],[]
142823,"Konna Kawaii Iinazuke ga Iru noni, Hoka no Ko ga Suki nano?",light_novel,,43,currently_publishing,,,2021-11-10,,385,3,True,True,2021-11-10,,"['Comedy', 'Romance']","['Love Polygon', 'School']",[]
71397,Chichi Bitch,manga,,101,finished,1,13,2011-05-28,2014-01-29,385,2,False,True,2011-05-28,2014-01-29,['Hentai'],[],[]
159040,I Adopted a Villainous Dad,manhwa,,76,currently_publishing,,,2023-05-19,,385,2,True,True,2023-05-19,,['Fantasy'],['Reincarnation'],[]
143360,"Binbou Reijou no Kanchigai Seijo-den: Okane no Tame ni Doryoku shitetara, Ouzoku Harem ga Dekiteimashita!?",manga,,71,currently_publishing,,,2020-11-27,,385,1,True,True,2020-11-27,,"['Adventure', 'Fantasy', 'Romance']",['Time Travel'],['Josei']
15808,Blue Bird,manhwa,,91,finished,4,,2008-01-01,2010-01-01,385,0,True,True,2008,2010,"['Fantasy', 'Mystery', 'Romance']",[],['Shoujo']
25231,Rurigaki Yoruko no Yuigon,manga,,75,finished,3,23,2011-01-29,2014-10-15,385,0,True,True,2011-01-29,2014-10-15,"['Mystery', 'Supernatural']",[],['Shounen']
36511,Blood Loop,manga,,72,finished,2,10,2010-01-01,2011-01-01,385,0,False,True,2010,2011,"['Boys Love', 'Erotica', 'Romance']",[],[]
44345,Soul Reviver,manga,,53,finished,6,36,2011-12-01,2014-12-01,385,0,True,True,2011-12-01,2014-12-01,"['Action', 'Supernatural']",[],['Seinen']
77435,Nakeru BL,manga,,98,finished,1,7,2012-03-30,2012-03-30,385,0,False,True,2012-03-30,2012-03-30,"['Boys Love', 'Drama', 'Erotica', 'Romance', 'Slice of Life']",[],[]
120808,Oda Cinnamon Nobunaga,manga,,35,finished,10,123,2014-04-25,2021-08-25,385,0,True,True,2014-04-25,2021-08-25,"['Comedy', 'Slice of Life']","['Pets', 'Reincarnation']",['Seinen']
126834,Kokkuri Majo Saiban,manga,,75,finished,1,4,2020-03-01,2020-03-22,385,0,True,True,2020-03-01,2020-03-22,"['Horror', 'Supernatural']",['Psychological'],['Seinen']
131477,Eigo xx Sensei (Kari),manga,,61,currently_publishing,,,2020-03-18,,385,0,True,True,2020-03-18,,"['Comedy', 'Ecchi']",['School'],['Seinen']
159997,"Kimi wa, Nina ja Nai",manga,,74,currently_publishing,,,2022-05-14,,385,0,True,True,2022-05-14,,['Romance'],[],[]
25928,Heartcatch Precure!,manga,,100,finished,2,13,2010-02-03,2010-12-28,384,4,True,True,2010-02-03,2010-12-28,"['Adventure', 'Fantasy']",['Mahou Shoujo'],['Shoujo']
3521,Kaze no Hana,manga,,99,finished,3,21,2004-01-01,,384,2,True,True,2004,,"['Fantasy', 'Supernatural']",[],['Shoujo']
132560,Akuyaku Reijou ni Tensei shita Hazu ga Marie Antoinette deshita,manga,,75,finished,3,15,2020-08-05,2022-02-04,384,2,True,True,2020-08-05,2022-02-04,"['Drama', 'Fantasy']","['Historical', 'Villainess']",['Seinen']
22991,Koigokoro♥Kyoumeichuu,manga,,78,finished,1,4,,,384,0,True,True,,,['Romance'],['School'],['Shoujo']
89443,Ohayou Rakuen-kun (Kari),manga,,72,currently_publishing,,,2010-02-26,,384,0,True,True,2010-02-26,,"['Boys Love', 'Comedy', 'Slice of Life']",['School'],['Josei']
155558,Haishinsha to Kekkon suru no wa Yameta Hou ga Ii,manga,,82,currently_publishing,,,2022-11-28,,384,0,True,True,2022-11-28,,"['Comedy', 'Romance']",[],['Seinen']
94437,Ouroboros Record,light_novel,,78,currently_publishing,,,2015-11-30,,383,11,True,True,2015-11-30,,"['Action', 'Fantasy']",[],[]
10001,Xenosaga Episode I,manga,,88,finished,3,,2004-08-28,2006-05-27,383,4,True,True,2004-08-28,2006-05-27,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],['Josei']
45449,Color Engineering,manga,,92,finished,1,,2011-01-01,,383,3,True,True,2011,,[],[],['Seinen']
148133,Tora wa Ryuu wo Mada Tabenai.,manga,,79,currently_publishing,,,2021-04-15,,383,3,True,True,2021-04-15,,['Fantasy'],[],['Seinen']
